DAG2Pgz166dCzyJbPsn81XY9dbZpZaxUTy7CLhxY,4166488893053190
DAG4JADNp97twScTWfBXJZNkBJF5URDD1wzGRmmS,2000000000000000
DAG8xxL12vUzgeiCXkH8uC76spbRuVofaAkovyL2,748604441636344
DAGSTARDUSTCOLLECTIVEHZOIPHXZUBFGNXWJETZVSPAPAHMLXS,666296625863847
DAG7b166Y3dzREaLxfTsrFdbwzScxHZSdVrQaQUA,433204548289185
DAG1kq66wsaWAtZP6fmHvNwyXJ4ykX6EiEwngUpZ,297687425156388
DAG1ZieMRm7ALEbSjmvwztvtZYu7srPaXwxbC14U,275916186744437
DAG1nw5WkZdQf96Df3PkrjLxeHj2EV3oLkWPZQcD,231969412848411
DAG6Yxge8Tzd8DJDJeL4hMLntnhheHGR4DYSPQvf,135690732948954
DAG2bBsQiAbicsSzNCJkFoKrak4Z7EoKaSrFxFLp,118855551994391
DAG6e3FstbVawFBkJyAM3okvNzsoQShCfsiemHNu,117667410378608
DAG4JBN98m2DtRv9MKcUkVvqTHbs3zon1Mtbs8jr,96026477593815
DAG8ysdcJDuMtBszLoLFce6Ztr47ErHtDFCVUW9D,90298880322222
DAG6JM9XpyCJzUb3ZrxQ7fsTjYZkHnB5xxFTG9MH,81524764115981
DAG86Joz5S7hkL8N9yqTuVs5vo1bzQLwF3MUTUMX,67797845096631
DAG5GZZ1Lq99cGkBdfPW9LAJrAM5PZhYr744xS2M,63710446089807
DAG4HEuM6RdaUp4hj1KygiNNgGm28RKasHWafKx1,53557083868005
DAG7RSkKkgLSW8BVzo63chJNxytJDj8EhYGBpwMa,52627384473373
DAG6rwDcapCZrSb1ktf5CKUysgvBiaQpLUESQ9TE,51938291964671
DAG4xY9MjzS4Rqtc88cviu4xFAWGmE7yaTtFppqf,47925234011515
DAG6qyCvhka9rX9SsAMouHmAoKmADuGW415anB59,47163574619688
DAG0fNmxAvUJh5133TttDC9tm1Lx4bdY1GuuPZCK,46476698267847
DAG3LGSM7PhqdU8xuHsK21PVxRFafj1h6gpSRjJ5,43851010019356
DAG2ukVEBpwSh5CpMz9wTwAVw5Y7Wa1bSePZ7Kr4,42542818989386
DAG4bQGdnDJ5okVdsdtvJzBwQoPGjLNzN7HC1CBV,42049480650304
DAG1z9aUo6ry2DAfT7CKfRcem4eaKypFkoYrQihV,40696477568586
DAG5PGryx92ZbYVtAeR6cApknKQbcLVfYid6kb9C,39266548154625
DAG45yScja6uoemCUN7SxMziBv6RhBVhxbSdgk7v,38503867283241
DAG4jFXdsWe6usU8LfJQaEus3MUN5hYxVVzFvNJk,37239797547434
DAG85WHJvW9yVfVj1CYshjAg5zrptbNHrhVEbh6o,37238951795852
DAG0yMXtGHTVk3oSF8zdytyPXDNyJ7TTsSJdtPXp,35841771797616
DAG54r99ubKqbKjCZNK9ksuHVvEzkwv15V4WefVy,34366990319834
DAG59qk3tq5moyBGUKx3B3cnQRydJQX9QKq9vfWw,33790726736786
DAG0qgcEbMk8vQL6VrnbhMreNeEFXk12v1BvERCb,33718855774717
DAG2YJaDPMEjnmophkr7igk9s5wDbqQu89LSoHWf,33541198804901
DAG3VSGrCKkJ5QjXoN55DU1tpZ7Wyuu7UktVWUcv,33399752836578
DAG5ofbUHCYQPBVGnNMzJzgcD4uXd1nq1Yv9s8Zq,33255414248528
DAG5PDYvg8YKXZm5kYHB3kqQVTQyj7enRPcempzn,32843776893266
DAG1dVRuPsNCoT5sncMBsa53hW7EhuqGvcackt89,32742377710672
DAG0gdysxMi4sqiwj8tf6bwZZUWiqQutoG9NzJAQ,32080144018601
DAG1cQ8ro2T77w8hA74PYsA49xFbFK8YAELNHCJm,29701160994427
DAG5329XyQNSayM3AvG7tnCjLwtmMboUiPhH8PgW,29067887467873
DAG38rdbdmPieT82u2zSTdRBAD82VcRPveEmoqkC,29004246574277
DAG1XDeg2W4svwU16gkJYyuBvXqu4Q3r4tL58VTu,26742064476711
DAG66NvLh7XsdZBVEnwuMPtX9dFk6rsAa5YXGZvA,26657921785589
DAG1MedaehdUAdxdMhxQEvk46dgiHbjXALhjDnwR,26251715530570
DAG8vD8BUhCpTnYXEadQVGhHjgxEZZiafbzwmKKh,24565090229932
DAG7yhDHD3Rmy1HUu7TfrEvVWP5mRtcudCoDJChp,23589817290970
DAG7UP1hSA2Ve7i9T7MhYYhpzeJW1DMpRngqk7vv,23085478846109
DAG58se1Ev79MDd4vmakxN23co4VoiJ3nwV9PerD,22235016725744
DAG5UaBaYqQgr67a5wAz6gWB41GXjRLkCo3sTMqC,22028381827590
DAG0ZPQFGgkxEEGiiyJNj9JBzznSCL8GpeJAE1on,21760935730987
DAG1e8uNAV7sDK2ERLZyVChBjbDRdCimTPyCQ56u,21423204876787
DAG6KT2PcNXiaU7SbZvB2SacT2xuQuaTSnuSEqJ2,21197810083390
DAG44whVfJNjxqQL7zjDuJ3bRpvMpBq4iS1gLXr3,21107271885985
DAG0vEJQYvseVchMpXZsv9QmiQz1ZrJGKTScer8L,20422327093362
DAG5yyEbvs7resExKtTdsmrdDJMR7aYBGmshpHxT,20226703857344
DAG6useUaQ9EdisreY2fU5cjsb8vpTpBLaEsKQru,19844635596221
DAG6miEkPmMJb8cdRzN9LZqMKv2mDTxK5jhChUJU,18399480754164
DAG1emd1eCXxR2mqo9ePK39YfdjVBZi4eskUhZEa,18319611470590
DAG7ik2ysAu45JoKjGHsYL7ekofm1Qcmgr6LhMqY,17876046579903
DAG1hQvNovVmyqAYUi72G1JjfxupwVXWwshgnUxZ,17594180816211
DAG2JE6ydQc7nMhSpBRV51BTnNsmZGfKJeY1odEC,17321565354661
DAG0UfhrKrsfVJCquFQmGc6U3ZsQTZfYTi9MHdAv,17247899083549
DAG1WwnSNfVDmVNk53Unj4fZSW49c2VfHs1vBPAX,17210998735942
DAG6t6L6EVnktkGfnSLLBAih3Z4AK9wb1zGdkP58,17005084661204
DAG5V5mqD3jPZWUHMsv4x8h3vDQGCcJgRdzqmCVv,16944191124183
